,date,county,state,cases,deaths,Week,Weekly Cases,Weekly Deaths
2026,2020-08-05,Modoc,California,4,0.0,Wednesday,2.0,0.0
2432,2020-08-12,Modoc,California,5,0.0,Wednesday,1.0,0.0
2838,2020-08-19,Modoc,California,5,0.0,Wednesday,0.0,0.0
3244,2020-08-26,Modoc,California,5,0.0,Wednesday,0.0,0.0
3650,2020-09-02,Modoc,California,12,0.0,Wednesday,7.0,0.0
4056,2020-09-09,Modoc,California,21,0.0,Wednesday,9.0,0.0
4462,2020-09-16,Modoc,California,22,0.0,Wednesday,1.0,0.0
4868,2020-09-23,Modoc,California,25,0.0,Wednesday,3.0,0.0
5274,2020-09-30,Modoc,California,27,0.0,Wednesday,2.0,0.0
5680,2020-10-07,Modoc,California,28,0.0,Wednesday,1.0,0.0
6086,2020-10-14,Modoc,California,28,0.0,Wednesday,0.0,0.0
6492,2020-10-21,Modoc,California,27,0.0,Wednesday,-1.0,0.0
6898,2020-10-28,Modoc,California,36,0.0,Wednesday,9.0,0.0
7304,2020-11-04,Modoc,California,52,0.0,Wednesday,16.0,0.0
7710,2020-11-11,Modoc,California,79,0.0,Wednesday,27.0,0.0
8116,2020-11-18,Modoc,California,98,0.0,Wednesday,19.0,0.0
8522,2020-11-25,Modoc,California,118,0.0,Wednesday,20.0,0.0
8928,2020-12-02,Modoc,California,151,0.0,Wednesday,33.0,0.0
9334,2020-12-09,Modoc,California,197,0.0,Wednesday,46.0,0.0
9740,2020-12-16,Modoc,California,260,0.0,Wednesday,63.0,0.0
10146,2020-12-23,Modoc,California,292,0.0,Wednesday,32.0,0.0
10552,2020-12-30,Modoc,California,292,1.0,Wednesday,0.0,1.0
10958,2021-01-06,Modoc,California,351,1.0,Wednesday,59.0,0.0
11364,2021-01-13,Modoc,California,357,3.0,Wednesday,6.0,2.0
11770,2021-01-20,Modoc,California,385,3.0,Wednesday,28.0,0.0
12176,2021-01-27,Modoc,California,397,4.0,Wednesday,12.0,1.0
12582,2021-02-03,Modoc,California,419,4.0,Wednesday,22.0,0.0
12988,2021-02-10,Modoc,California,437,4.0,Wednesday,18.0,0.0
13394,2021-02-17,Modoc,California,446,4.0,Wednesday,9.0,0.0
13800,2021-02-24,Modoc,California,450,4.0,Wednesday,4.0,0.0
14206,2021-03-03,Modoc,California,450,4.0,Wednesday,0.0,0.0
14612,2021-03-10,Modoc,California,462,4.0,Wednesday,12.0,0.0
15018,2021-03-17,Modoc,California,463,4.0,Wednesday,1.0,0.0
15424,2021-03-24,Modoc,California,467,4.0,Wednesday,4.0,0.0
15830,2021-03-31,Modoc,California,474,4.0,Wednesday,7.0,0.0
16236,2021-04-07,Modoc,California,474,4.0,Wednesday,0.0,0.0
16642,2021-04-14,Modoc,California,488,4.0,Wednesday,14.0,0.0
17048,2021-04-21,Modoc,California,490,4.0,Wednesday,2.0,0.0
17454,2021-04-28,Modoc,California,492,4.0,Wednesday,2.0,0.0
17860,2021-05-05,Modoc,California,492,4.0,Wednesday,0.0,0.0
18266,2021-05-12,Modoc,California,495,4.0,Wednesday,3.0,0.0
18672,2021-05-19,Modoc,California,501,4.0,Wednesday,6.0,0.0
19078,2021-05-26,Modoc,California,511,4.0,Wednesday,10.0,0.0
19484,2021-06-02,Modoc,California,514,4.0,Wednesday,3.0,0.0
19890,2021-06-09,Modoc,California,526,4.0,Wednesday,12.0,0.0
20296,2021-06-16,Modoc,California,533,4.0,Wednesday,7.0,0.0
20702,2021-06-23,Modoc,California,563,5.0,Wednesday,30.0,1.0
21108,2021-06-30,Modoc,California,566,5.0,Wednesday,3.0,0.0
24,2020-07-01,Mono,California,41,1.0,Wednesday,0.0,0.0
423,2020-07-08,Mono,California,49,1.0,Wednesday,8.0,0.0
822,2020-07-15,Mono,California,54,1.0,Wednesday,5.0,0.0
1221,2020-07-22,Mono,California,91,1.0,Wednesday,37.0,0.0
1621,2020-07-29,Mono,California,125,1.0,Wednesday,34.0,0.0
2027,2020-08-05,Mono,California,147,1.0,Wednesday,22.0,0.0
2433,2020-08-12,Mono,California,160,1.0,Wednesday,13.0,0.0
2839,2020-08-19,Mono,California,161,2.0,Wednesday,1.0,1.0
3245,2020-08-26,Mono,California,162,2.0,Wednesday,1.0,0.0
3651,2020-09-02,Mono,California,162,2.0,Wednesday,0.0,0.0
4057,2020-09-09,Mono,California,162,2.0,Wednesday,0.0,0.0
4463,2020-09-16,Mono,California,163,2.0,Wednesday,1.0,0.0
4869,2020-09-23,Mono,California,165,2.0,Wednesday,2.0,0.0
5275,2020-09-30,Mono,California,167,2.0,Wednesday,2.0,0.0
5681,2020-10-07,Mono,California,169,2.0,Wednesday,2.0,0.0
6087,2020-10-14,Mono,California,173,2.0,Wednesday,4.0,0.0
6493,2020-10-21,Mono,California,176,2.0,Wednesday,3.0,0.0
6899,2020-10-28,Mono,California,182,2.0,Wednesday,6.0,0.0
7305,2020-11-04,Mono,California,268,2.0,Wednesday,86.0,0.0
7711,2020-11-11,Mono,California,443,2.0,Wednesday,175.0,0.0
8117,2020-11-18,Mono,California,493,2.0,Wednesday,50.0,0.0
8523,2020-11-25,Mono,California,522,3.0,Wednesday,29.0,1.0
8929,2020-12-02,Mono,California,520,3.0,Wednesday,-2.0,0.0
9335,2020-12-09,Mono,California,597,3.0,Wednesday,77.0,0.0
9741,2020-12-16,Mono,California,702,3.0,Wednesday,105.0,0.0
10147,2020-12-23,Mono,California,786,4.0,Wednesday,84.0,1.0
10553,2020-12-30,Mono,California,868,4.0,Wednesday,82.0,0.0
10959,2021-01-06,Mono,California,896,4.0,Wednesday,28.0,0.0
11365,2021-01-13,Mono,California,1008,4.0,Wednesday,112.0,0.0
11771,2021-01-20,Mono,California,1106,4.0,Wednesday,98.0,0.0
12177,2021-01-27,Mono,California,1120,4.0,Wednesday,14.0,0.0
12583,2021-02-03,Mono,California,1147,4.0,Wednesday,27.0,0.0
12989,2021-02-10,Mono,California,1167,4.0,Wednesday,20.0,0.0
13395,2021-02-17,Mono,California,1180,4.0,Wednesday,13.0,0.0
13801,2021-02-24,Mono,California,1189,4.0,Wednesday,9.0,0.0
14207,2021-03-03,Mono,California,1191,4.0,Wednesday,2.0,0.0
14613,2021-03-10,Mono,California,1203,4.0,Wednesday,12.0,0.0
15019,2021-03-17,Mono,California,1207,4.0,Wednesday,4.0,0.0
15425,2021-03-24,Mono,California,1263,4.0,Wednesday,56.0,0.0
15831,2021-03-31,Mono,California,1245,4.0,Wednesday,-18.0,0.0
16237,2021-04-07,Mono,California,1246,4.0,Wednesday,1.0,0.0
16643,2021-04-14,Mono,California,1251,4.0,Wednesday,5.0,0.0
17049,2021-04-21,Mono,California,1254,4.0,Wednesday,3.0,0.0
17455,2021-04-28,Mono,California,1276,4.0,Wednesday,22.0,0.0
17861,2021-05-05,Mono,California,1278,4.0,Wednesday,2.0,0.0
18267,2021-05-12,Mono,California,1284,4.0,Wednesday,6.0,0.0
18673,2021-05-19,Mono,California,1285,4.0,Wednesday,1.0,0.0
19079,2021-05-26,Mono,California,1291,4.0,Wednesday,6.0,0.0
19485,2021-06-02,Mono,California,1294,4.0,Wednesday,3.0,0.0
19891,2021-06-09,Mono,California,1294,4.0,Wednesday,0.0,0.0
20297,2021-06-16,Mono,California,1295,4.0,Wednesday,1.0,0.0
20703,2021-06-23,Mono,California,1295,4.0,Wednesday,0.0,0.0
21109,2021-06-30,Mono,California,1298,4.0,Wednesday,3.0,0.0
25,2020-07-01,Monterey,California,1691,15.0,Wednesday,0.0,0.0
424,2020-07-08,Monterey,California,2270,17.0,Wednesday,579.0,2.0
823,2020-07-15,Monterey,California,2913,18.0,Wednesday,643.0,1.0
1222,2020-07-22,Monterey,California,3545,21.0,Wednesday,632.0,3.0
1622,2020-07-29,Monterey,California,4288,26.0,Wednesday,743.0,5.0
2028,2020-08-05,Monterey,California,5049,34.0,Wednesday,761.0,8.0
2434,2020-08-12,Monterey,California,5628,39.0,Wednesday,579.0,5.0
2840,2020-08-19,Monterey,California,6785,47.0,Wednesday,1157.0,8.0
3246,2020-08-26,Monterey,California,7451,53.0,Wednesday,666.0,6.0
3652,2020-09-02,Monterey,California,8149,58.0,Wednesday,698.0,5.0
4058,2020-09-09,Monterey,California,8698,62.0,Wednesday,549.0,4.0
4464,2020-09-16,Monterey,California,9197,65.0,Wednesday,499.0,3.0
4870,2020-09-23,Monterey,California,9701,70.0,Wednesday,504.0,5.0
5276,2020-09-30,Monterey,California,10087,73.0,Wednesday,386.0,3.0
5682,2020-10-07,Monterey,California,10475,78.0,Wednesday,388.0,5.0
6088,2020-10-14,Monterey,California,10827,81.0,Wednesday,352.0,3.0
6494,2020-10-21,Monterey,California,11225,86.0,Wednesday,398.0,5.0
6900,2020-10-28,Monterey,California,11538,92.0,Wednesday,313.0,6.0
7306,2020-11-04,Monterey,California,11956,99.0,Wednesday,418.0,7.0
7712,2020-11-11,Monterey,California,12534,103.0,Wednesday,578.0,4.0
8118,2020-11-18,Monterey,California,13280,111.0,Wednesday,746.0,8.0
8524,2020-11-25,Monterey,California,14369,116.0,Wednesday,1089.0,5.0
8930,2020-12-02,Monterey,California,15835,124.0,Wednesday,1466.0,8.0
9336,2020-12-09,Monterey,California,17752,146.0,Wednesday,1917.0,22.0
9742,2020-12-16,Monterey,California,19905,167.0,Wednesday,2153.0,21.0
10148,2020-12-23,Monterey,California,24532,182.0,Wednesday,4627.0,15.0
10554,2020-12-30,Monterey,California,27289,190.0,Wednesday,2757.0,8.0
10960,2021-01-06,Monterey,California,30521,220.0,Wednesday,3232.0,30.0
11366,2021-01-13,Monterey,California,34072,248.0,Wednesday,3551.0,28.0
11772,2021-01-20,Monterey,California,36464,255.0,Wednesday,2392.0,7.0
12178,2021-01-27,Monterey,California,38713,274.0,Wednesday,2249.0,19.0
12584,2021-02-03,Monterey,California,40104,286.0,Wednesday,1391.0,12.0
12990,2021-02-10,Monterey,California,40971,294.0,Wednesday,867.0,8.0
13396,2021-02-17,Monterey,California,41632,310.0,Wednesday,661.0,16.0
13802,2021-02-24,Monterey,California,42031,323.0,Wednesday,399.0,13.0
14208,2021-03-03,Monterey,California,42335,329.0,Wednesday,304.0,6.0
14614,2021-03-10,Monterey,California,42508,333.0,Wednesday,173.0,4.0
15020,2021-03-17,Monterey,California,42643,337.0,Wednesday,135.0,4.0
15426,2021-03-24,Monterey,California,42817,338.0,Wednesday,174.0,1.0
15832,2021-03-31,Monterey,California,42935,341.0,Wednesday,118.0,3.0
16238,2021-04-07,Monterey,California,43057,342.0,Wednesday,122.0,1.0
16644,2021-04-14,Monterey,California,43226,348.0,Wednesday,169.0,6.0
17050,2021-04-21,Monterey,California,43332,379.0,Wednesday,106.0,31.0
17456,2021-04-28,Monterey,California,43422,381.0,Wednesday,90.0,2.0
